config_num,alpha,beta,gamma,delta,threshold_low,threshold_med,threshold_high,error,avg_spend_low,avg_spend_med,avg_spend_high,corner_share,food_insecurity_share,grocery_share,avg_dist_car,avg_dist_nocar,total_trips
117,3.0,0.9,1.4,0.4,5.0,6.0,14.0,0.11744968552935227,3272.7324820447743,4419.94805158594,12060.669496366434,0.32,0.35,0.576,2.5189346017705794,0.5187662998358278,500.0
118,3.0,0.9,1.4,0.4,5.0,8.0,14.0,0.12316472740959639,3209.8640896467423,4311.479102508111,11683.385472288272,0.32727272727272727,0.35,0.5777777777777777,2.4918862076442148,0.5187662998358278,495.0
119,3.0,0.9,1.4,0.4,7.0,6.0,14.0,0.14991834692455733,3001.645475032581,4275.31779917665,11758.538519380754,0.3091684434968017,0.35,0.5970149253731343,2.553924922665749,0.5143051540751629,469.0
120,3.0,0.9,1.4,0.4,7.0,8.0,14.0,0.16979018394346737,2928.838607931528,4277.430429773156,12533.980559510155,0.2838427947598253,0.35,0.631004366812227,2.6160831489280496,0.5089189885763457,458.0
121,3.0,0.9,2.2,0.4,5.0,6.0,14.0,0.1502968422368547,3319.6917218445487,4400.593903172265,12166.140199554906,0.2485089463220676,0.34,0.6620278330019881,2.654632674261106,0.514137619818509,503.0
122,3.0,0.9,2.2,0.4,5.0,8.0,14.0,0.16659678132153444,3308.9573820699884,4244.611441178526,13314.16089150714,0.23636363636363636,0.34,0.6585858585858586,2.6852271109072117,0.5101701798036645,495.0
123,3.0,0.9,2.2,0.4,7.0,6.0,14.0,0.1767760941004943,3038.3625853888634,4439.402398723004,12973.714574999709,0.232409381663113,0.34,0.6652452025586354,2.670360975302457,0.5015740597715014,469.0
124,3.0,0.9,2.2,0.4,7.0,8.0,14.0,0.1692600256492309,3020.9734678182417,4520.224977561928,12474.163760877751,0.23974082073434125,0.34,0.6652267818574514,2.6640442887052225,0.5048802597838717,463.0
125,3.0,0.9,2.6,0.4,5.0,6.0,14.0,0.17347009786873674,3200.5416475569677,4490.555961478021,13204.451279127592,0.21499013806706113,0.34,0.6725838264299803,2.694000815869708,0.5235625141098001,507.0
126,3.0,0.9,2.6,0.4,5.0,8.0,14.0,0.18088935228736724,3223.3973233769743,4355.012893785724,13356.109294652697,0.21212121212121213,0.34,0.6767676767676768,2.7036987053758805,0.514137619818509,495.0
